PEÇAS;Descrição;Etiqueta;Etiqueta1;QUANTIDADE TOTAL;Origen1;Familia;POSIÇÃO;supplierlabel;REFERENCEDATE;Expirationdate;Backlog
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347073;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A12-3200T2776-538;DIFERENCIAL-CONJUNTO STD 5.38/1 *SP*;M-151158;M-151158;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;14/02/2026;;114
A1-3201E9287;EIXO TRASEIRO CONJUNTO 4.11/1 (BARE AXLE);M-339636;M-339636;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;02/06/2026;;6
A1-3201G9601;CARCACA FUNDIDA LEAF SUSP -CJT- FREIO A TAMBOR;M-337722;M-337722;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;02/06/2026;;6
A19-3200T2776-373;DIFERENCIAL-CONJUNTO STD 3.73/1 *SP+PE*;M-286228;M-286228;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;07/05/2026;;32
A2 3200J1908;CAIXA DO DIFERENCIAL CONJ. C/ CAPAS;M-347360;M-347360;8;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A2 3200J1908;CAIXA DO DIFERENCIAL CONJ. C/ CAPAS;M-347361;M-347361;8;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A2 3200U2153;CAIXA DO DIFERENCIAL-CONJUNTO;M-347355;M-347355;8;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A2-3200T2776;CAIXA DO DIFERENCIAL-CONJUNTO COM CAPAS;M-347357;M-347357;8;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A25 3200Y1585 373;DIFERENCIAL-CONJUNTO 3.73/1;M-136073;M-136073;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;05/02/2026;;123
A25 3200Y1585 373;DIFERENCIAL-CONJUNTO 3.73/1;M-136074;M-136074;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;05/02/2026;;123
A-3201P9584;HSG ASSY-AXLE,FIN.;M-347362;M-347362;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A-3201P9584;HSG ASSY-AXLE,FIN.;M-347363;M-347363;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
A33-3200X2260-410-572;DIFERENCIAL CONJUNTO 4.10-5.72/1;M-292122;M-292122;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;09/05/2026;;30
A33-3200X2260-410-572;DIFERENCIAL CONJUNTO 4.10-5.72/1;M-292119;M-292119;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;09/05/2026;;30
A33-3200X2260-410-572;DIFERENCIAL CONJUNTO 4.10-5.72/1;M-292121;M-292121;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;09/05/2026;;30
A33-3200X2260-410-572;DIFERENCIAL CONJUNTO 4.10-5.72/1;M-292120;M-292120;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;09/05/2026;;30
A34-3200Y1585-456;DIFERENCIAL-CONJUNTO 4.56/1;M-319984;M-319984;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;23/05/2026;;16
A37-3200X2234-586;DIFERENCIAL CONJUNTO 5.86/1;M-286225;M-286225;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;07/05/2026;;32
A37-3200X2234-586;DIFERENCIAL CONJUNTO 5.86/1;M-243783;M-243783;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;10/04/2026;;59
A37-3200X2234-586;DIFERENCIAL CONJUNTO 5.86/1;M-167554;M-167554;2;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;28/02/2026;;100
A44-3200X2234-342;DIFERENCIAL-CONJUNTO 3.42/1 (SP+PE);M-286219;M-286219;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;07/05/2026;;32
A44-3200X2234-342;DIFERENCIAL-CONJUNTO 3.42/1 (SP+PE);M-167403;M-167403;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;28/02/2026;;100
A44-3200X2234-342;DIFERENCIAL-CONJUNTO 3.42/1 (SP+PE);M-286220;M-286220;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;07/05/2026;;32
A44-3200X2234-373;DIFERENCIAL-CONJUNTO 3.73/1 (SP+PE);M-212506;M-212506;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;25/03/2026;;75
A56-3200Y2261-488-665;DIFERENCIAL CONJUNTO RED. 488 665:1;M-333309;M-333309;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;30/05/2026;;9
A6-3200F1748-456;DIFERENCIAL-CONJUNTO 4.56 *DIFF. LOCK*;M-268191;M-268191;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;27/04/2026;;42
A6-3200Q2409-285;DIFERENCIAL-CONJUNTO 2.85/1 *MS 18X*;M-130207;M-130207;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/02/2026;;125
B 39906 4 373;COROA E PINHAO-CONJUNTO 3.73/1  *SHOT PEENING*;M-334000;M-334000;8;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;01/06/2026;;7
B15-3200C1745-430;DIFERENCIAL-CONJUNTO RED. 4.30/1 *STD DIFF*;M-149478;M-149478;6;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;12/02/2026;;116
B15-3200C1745-430;DIFERENCIAL-CONJUNTO RED. 4.30/1 *STD DIFF*;M-167553;M-167553;6;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;28/02/2026;;100
C1-3121T3452;HSG ASSY-AXLE,FIN.;M-344639;M-344639;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C1-3121T3452;HSG ASSY-AXLE,FIN.;M-344741;M-344741;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C1-3121T3452;HSG ASSY-AXLE,FIN.;M-344640;M-344640;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C13-3121A3719;CARCACA ESTAMPADA POSTERIOR-CONJUNTO COM SUPORTES / ABS E MAGNETOS;M-347356;M-347356;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;08/06/2026;;0
C13-3121A3719;CARCACA ESTAMPADA POSTERIOR-CONJUNTO COM SUPORTES / ABS E MAGNETOS;M-344641;M-344641;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C18-3121G3803;CARCACA ESTAMPADA CONJUNTO COM MAGNETOS;M-344743;M-344743;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C18-3121G3803;CARCACA ESTAMPADA CONJUNTO COM MAGNETOS;M-344742;M-344742;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;04/06/2026;;4
C2-3121A3433;CARCACA ESTAMPADA -CONJ. COM SUPORTES;M-341910;M-341910;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;03/06/2026;;5
C6-3121L3704;CARCACA  ANTERIOR CONJUNTO COM SUPORTES E MAGNETOS;M-333060;M-333060;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;30/05/2026;;9
D35-3200S1865-529;DIFERENCIAL-CONJUNTO 5.29/1;M-166775;M-166775;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;27/02/2026;;101
MPS-5136;KIT DA EXTREMIDADE HUB REDUCTION (3.46) CJT C/ 4  (KIT- HUB REDUCTION);M-342424;M-342424;2;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/06/2026;;5
MPS-5136;KIT DA EXTREMIDADE HUB REDUCTION (3.46) CJT C/ 4  (KIT- HUB REDUCTION);M-342425;M-342425;2;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/06/2026;;5
MPS-5136;KIT DA EXTREMIDADE HUB REDUCTION (3.46) CJT C/ 4  (KIT- HUB REDUCTION);M-342423;M-342423;2;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/06/2026;;5
