PEÇAS;Descrição;Etiqueta;Etiqueta1;QUANTIDADE TOTAL;Origen1;Familia;POSIÇÃO;supplierlabel;REFERENCEDATE;Expirationdate;Backlog
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346539;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346536;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346537;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346540;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346535;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Y2729;VEDADOR DO EIXO DE SAIDA;M-346524;M-346527;128;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346800;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346825;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346794;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346799;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346803;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346789;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346813;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346814;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346816;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346819;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346809;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346822;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346823;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346791;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346810;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346802;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346792;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346815;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346795;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346818;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346793;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346801;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346824;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346805;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346821;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346790;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346796;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346820;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346798;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346817;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346797;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346826;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346812;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346788;M-346804;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1205Z2730;VEDADOR DO PINHAO;M-346808;M-346811;32;FREUDENBERG-NOK- GEN PRTNSHIP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347195;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347198;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347197;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347205;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347194;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347199;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347211;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347206;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347196;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347210;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347204;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347212;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347202;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347200;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347201;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347209;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347203;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347207;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347208;24;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 1228P2018;ROLAMENTO-CONE;M-347193;M-347213;19;THE TIMKEN CORP;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347083;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347092;90;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347085;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347090;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347091;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347087;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347089;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347086;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347084;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 2237A1405;CABO SENSOR DO ABS;M-347082;M-347088;100;ZF AUTOMOTIVE BRASIL LTDA;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A 42956 2 410;COROA E PINHAO-CONJUNTO 4.10/1;M-345003;M-345003;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;05/06/2026;;3
A 42956 410;COROA E PINHAO-CONJUNTO 4.10/1;M-345004;M-345004;11;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB1;;05/06/2026;;3
A10-3200D2734-489;DIFERENCIAL-CONJUNTO DCDL 4.89/1 *SP*;M-333549;M-333549;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;30/05/2026;;9
A10-3200D2734-489;DIFERENCIAL-CONJUNTO DCDL 4.89/1 *SP*;M-326031;M-326031;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;27/05/2026;;12
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340219;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340234;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340197;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340199;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340200;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340191;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340204;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340194;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340201;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340237;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340207;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340213;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340215;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340216;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340231;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340223;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340226;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340224;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340235;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340208;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340190;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340192;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340193;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340214;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340205;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340195;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340196;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340225;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340221;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340209;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340218;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340210;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340229;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340228;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340220;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340230;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340232;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340222;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340236;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340227;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340198;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340233;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340202;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340203;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340206;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340211;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340212;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A1-1228T3140;ROLAMENTO-CONE E CAPA CONJUNTO;M-340189;M-340217;3;TIMKEN DO BRASIL COMERCIAL IMP;COMPONENTES COMPRADOS;RECEBIMENTO;;02/06/2026;;6
A11-3200Q2409-285;DIFERENCIAL CONJUNTO 2.85/1 *MS 18XHD*;M-130210;M-130210;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/02/2026;;125
A11-3200Q2409-285;DIFERENCIAL CONJUNTO 2.85/1 *MS 18XHD*;M-141406;M-141406;2;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;09/02/2026;;119
A11-3200Q2409-285;DIFERENCIAL CONJUNTO 2.85/1 *MS 18XHD*;M-130212;M-130212;1;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/02/2026;;125
A11-3200W2415-132;DIFERENCIAL CONJUNTO 1.32/1  (DIFF. CARRIER ASSY);M-161702;M-161702;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;24/02/2026;;104
A11-3200W2415-132;DIFERENCIAL CONJUNTO 1.32/1  (DIFF. CARRIER ASSY);M-163974;M-163974;4;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;25/02/2026;;103
A11-3200W2415-132;DIFERENCIAL CONJUNTO 1.32/1  (DIFF. CARRIER ASSY);M-130203;M-130203;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;03/02/2026;;125
A11-3200W2415-132;DIFERENCIAL CONJUNTO 1.32/1  (DIFF. CARRIER ASSY);M-161703;M-161703;3;CUMMINS;PRODUTO SEMIACABADO;RECE_PS_FAB2;;24/02/2026;;104
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347068;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347063;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347070;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347072;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347062;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347067;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347074;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347065;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347066;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347069;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347064;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
A-1205J2844;VEDADOR DO SEMI-EIXO;M-347061;M-347071;121;GUARNIZIONI INDUSTRIALI SRL;COMPONENTES COMPRADOS;RECEBIMENTO;;06/06/2026;;2
